10000(x),10000(y),IUF-2,IUF-3,IUF-4,IUF-5,IUF-6,IUF-7,IUF-8,IUF-9,IUF-10
138,5928,2,2,2,2,1,1,1,1,1
5513,8348,2,2,2,2,1,1,1,1,1
5975,9361,2,2,2,2,1,1,1,1,1
9836,5242,2,2,2,2,1,1,1,1,1
2362,5087,2,2,2,2,1,1,1,1,1
1078,6460,2,2,2,2,1,1,1,1,1
2668,3731,2,2,2,2,1,1,1,1,1
7580,3990,2,2,2,2,1,1,1,1,1
6522,6112,2,2,2,2,1,1,1,1,1
449,3750,2,2,2,2,1,1,1,1,1
9531,6912,2,2,2,2,1,1,1,1,1
2654,9781,2,2,2,2,1,1,1,1,1
5263,4480,2,2,2,2,1,1,1,1,1
6310,6178,2,2,2,2,1,1,1,1,1
7669,6012,2,2,2,2,1,1,1,1,1
5258,3171,2,2,2,2,1,1,1,1,1
9165,7296,2,2,2,2,1,1,1,1,1
1140,8069,2,2,2,2,1,1,1,1,1
8056,4527,2,2,2,2,1,1,1,1,1
7334,8974,2,2,2,2,1,1,1,1,1
2507,6161,2,2,2,2,1,1,1,1,1
1078,6194,2,2,2,2,1,1,1,1,1
3006,5357,2,2,2,2,1,1,1,1,1
5965,1948,2,2,2,2,1,1,1,1,1
2317,2027,2,2,2,2,1,1,1,1,1
1254,3804,2,2,2,2,1,1,1,1,1
874,548,2,2,2,2,1,1,1,1,1
8021,3652,2,2,2,2,1,1,1,1,1
4186,8295,2,2,2,2,1,1,1,1,1
6173,7950,2,2,2,2,1,1,1,1,1
8839,772,2,2,2,2,1,1,1,1,1
3404,3881,2,2,2,2,1,1,1,1,1
2332,4632,2,2,2,2,1,1,1,1,1
6090,4500,2,2,2,2,1,1,1,1,1
4526,9794,2,2,2,2,1,1,1,1,1
5641,682,2,2,2,2,1,1,1,1,1
3574,143,2,2,2,2,1,1,1,1,1
7387,7778,2,2,2,2,1,1,1,1,1
3513,6686,2,2,2,2,1,1,1,1,1
936,1921,2,2,2,2,1,1,1,1,1
4510,2708,2,2,2,2,1,1,1,1,1
4193,5395,2,2,2,2,1,1,1,1,1
1541,2413,2,2,2,2,1,1,1,1,1
1343,1417,2,2,2,2,1,1,1,1,1
113,647,2,2,2,2,1,1,1,1,1
2051,3644,2,2,2,2,1,1,1,1,1
3448,327,2,2,2,2,1,1,1,1,1
9927,5398,2,2,2,2,1,1,1,1,1
2246,3792,2,2,2,2,1,1,1,1,1
1360,7899,2,2,2,2,1,1,1,1,1
6755,4839,2,2,2,2,1,1,1,1,1
3332,9063,2,2,2,2,1,1,1,1,1
1980,2611,2,2,2,2,1,1,1,1,1
4895,2884,2,2,2,2,1,1,1,1,1
8425,9767,2,2,2,2,1,1,1,1,1
7378,5001,2,2,2,2,1,1,1,1,1
5555,5652,2,2,2,2,1,1,1,1,1
3324,7390,2,2,2,2,1,1,1,1,1
76,8789,2,2,2,2,1,1,1,1,1
7638,701,2,2,2,2,1,1,1,1,1
8734,7030,2,2,2,2,1,1,1,1,1
1466,1798,2,2,2,2,1,1,1,1,1
8042,1352,2,2,2,2,1,1,1,1,1
5669,1548,2,2,2,2,1,1,1,1,1
9172,3978,2,2,2,2,1,1,1,1,1
1175,2396,2,2,2,2,1,1,1,1,1
283,6474,2,2,2,2,1,1,1,1,1
530,2147,2,2,2,2,1,1,1,1,1
4461,4971,2,2,2,2,1,1,1,1,1
8443,9700,2,2,2,2,1,1,1,1,1
1353,4012,2,2,2,2,1,1,1,1,1
6162,8453,2,2,2,2,1,1,1,1,1
8053,6212,2,2,2,2,1,1,1,1,1
904,2340,2,2,2,2,1,1,1,1,1
9325,1549,2,2,2,2,1,1,1,1,1
4932,7630,2,2,2,2,1,1,1,1,1
2436,9319,2,2,2,2,1,1,1,1,1
4303,1129,2,2,2,2,1,1,1,1,1
9571,8622,2,2,2,2,1,1,1,1,1
4191,2243,2,2,2,2,1,1,1,1,1
3246,3026,2,2,2,2,1,1,1,1,1
7981,6811,2,2,2,2,1,1,1,1,1
8874,2397,2,2,2,2,1,1,1,1,1
7224,2320,2,2,2,2,1,1,1,1,1
7025,9890,2,2,2,2,1,1,1,1,1
6055,8616,2,2,2,2,1,1,1,1,1
6060,8536,2,2,2,2,1,1,1,1,1
8336,1770,2,2,2,2,1,1,1,1,1
4704,7606,2,2,2,2,1,1,1,1,1
8134,8890,2,2,2,2,1,1,1,1,1
4033,3298,2,2,2,2,1,1,1,1,1
3022,9524,2,2,2,2,1,1,1,1,1
1894,1888,2,2,2,2,1,1,1,1,1
177,1409,2,2,2,2,1,1,1,1,1
3438,6925,2,2,2,2,1,1,1,1,1
8712,7103,2,2,2,2,1,1,1,1,1
399,3196,2,2,2,2,1,1,1,1,1
5834,6311,2,2,2,2,1,1,1,1,1
1924,7724,2,2,2,2,1,1,1,1,1
7353,660,2,2,2,2,1,1,1,1,1
7000,8467,2,2,2,2,1,1,1,1,1
5996,808,2,2,2,2,1,1,1,1,1
1911,9474,2,2,2,2,1,1,1,1,1
5836,1664,2,2,2,2,1,1,1,1,1
6745,6463,2,2,2,2,1,1,1,1,1
5956,615,2,2,2,2,1,1,1,1,1
3214,3484,2,2,2,2,1,1,1,1,1
4099,3240,2,2,2,2,1,1,1,1,1
8336,8187,2,2,2,2,1,1,1,1,1
1166,5653,2,2,2,2,1,1,1,1,1
140,7760,2,2,2,2,1,1,1,1,1
4713,2121,2,2,2,2,1,1,1,1,1
753,4318,2,2,2,2,1,1,1,1,1
5099,7672,2,2,2,2,1,1,1,1,1
4671,4390,2,2,2,2,1,1,1,1,1
3790,6195,2,2,2,2,1,1,1,1,1
5804,8355,2,2,2,2,1,1,1,1,1
4254,9953,2,2,2,2,1,1,1,1,1
4600,8140,2,2,2,2,1,1,1,1,1
6273,6035,2,2,2,2,1,1,1,1,1
6038,5388,2,2,2,2,1,1,1,1,1
9287,8420,2,2,2,2,1,1,1,1,1
732,7326,2,2,2,2,1,1,1,1,1
9915,5963,2,2,2,2,1,1,1,1,1
8282,3934,2,2,2,2,1,1,1,1,1
6862,7286,2,2,2,2,1,1,1,1,1
1882,3139,2,2,2,2,1,1,1,1,1
2706,591,2,2,2,2,1,1,1,1,1
114,8831,2,2,2,2,1,1,1,1,1
6175,3796,2,2,2,2,1,1,1,1,1
4299,3844,2,2,2,2,1,1,1,1,1
7994,1884,2,2,2,2,1,1,1,1,1
27,5017,2,2,2,2,1,1,1,1,1
2895,2339,2,2,2,2,1,1,1,1,1
5444,446,2,2,2,2,1,1,1,1,1
2677,1498,2,2,2,2,1,1,1,1,1
6755,1756,2,2,2,2,1,1,1,1,1
211,4528,2,2,2,2,1,1,1,1,1
4838,3786,2,2,2,2,1,1,1,1,1
8357,4592,2,2,2,2,1,1,1,1,1
7801,4043,2,2,2,2,1,1,1,1,1
65,3408,2,2,2,2,1,1,1,1,1
4465,6570,2,2,2,2,1,1,1,1,1
2658,3399,2,2,2,2,1,1,1,1,1
4443,215,2,2,2,2,1,1,1,1,1
1981,559,2,2,2,2,1,1,1,1,1
6402,4599,2,2,2,2,1,1,1,1,1
2783,291,2,2,2,2,1,1,1,1,1
2935,3621,2,2,2,2,1,1,1,1,1
7603,3344,2,2,2,2,1,1,1,1,1
8262,7400,2,2,2,2,1,1,1,1,1
3427,6186,2,2,2,2,1,1,1,1,1
7293,4715,2,2,2,2,1,1,1,1,1
8114,6174,2,2,2,2,1,1,1,1,1
6743,9010,2,2,2,2,1,1,1,1,1
7484,9746,2,2,2,2,1,1,1,1,1
4762,6665,2,2,2,2,1,1,1,1,1
6294,1913,2,2,2,2,1,1,1,1,1
8475,382,2,2,2,2,1,1,1,1,1
4649,1562,2,2,2,2,1,1,1,1,1
8901,6396,2,2,2,2,1,1,1,1,1
7855,2679,2,2,2,2,1,1,1,1,1
9522,485,2,2,2,2,1,1,1,1,1
5908,5501,2,2,2,2,1,1,1,1,1
8231,9007,2,2,2,2,1,1,1,1,1
3623,7163,2,2,2,2,1,1,1,1,1
8790,3343,2,2,2,2,1,1,1,1,1
8325,7178,2,2,2,2,1,1,1,1,1
3224,2310,2,2,2,2,1,1,1,1,1
4468,3977,2,2,2,2,1,1,1,1,1
8707,3637,2,2,2,2,1,1,1,1,1
8019,5533,2,2,2,2,1,1,1,1,1
8291,3923,2,2,2,2,1,1,1,1,1
4242,8254,2,2,2,2,1,1,1,1,1
7818,7291,2,2,2,2,1,1,1,1,1
9669,4041,2,2,2,2,1,1,1,1,1
5663,1853,2,2,2,2,1,1,1,1,1
9754,2352,2,2,2,2,1,1,1,1,1
4940,4877,2,2,2,2,1,1,1,1,1
3282,2149,2,2,2,2,1,1,1,1,1
5416,8053,2,2,2,2,1,1,1,1,1
7874,7312,2,2,2,2,1,1,1,1,1
1071,6817,2,2,2,2,1,1,1,1,1
9447,4790,2,2,2,2,1,1,1,1,1
1478,4989,2,2,2,2,1,1,1,1,1
5617,5843,2,2,2,2,1,1,1,1,1
1382,6884,2,2,2,2,1,1,1,1,1
9430,7501,2,2,2,2,1,1,1,1,1
2768,7354,2,2,2,2,1,1,1,1,1
46,1584,2,2,2,2,1,1,1,1,1
8513,7205,2,2,2,2,1,1,1,1,1
3308,4833,2,2,2,2,1,1,1,1,1
9088,756,2,2,2,2,1,1,1,1,1
102,7407,2,2,2,2,1,1,1,1,1
3814,4218,2,2,2,2,1,1,1,1,1
6933,8441,2,2,2,2,1,1,1,1,1
1320,9506,2,2,2,2,1,1,1,1,1
2386,3677,2,2,2,2,1,1,1,1,1
7580,6173,2,2,2,2,1,1,1,1,1
7006,721,2,2,2,2,1,1,1,1,1
7043,6427,2,2,2,2,1,1,1,1,1
2073,2467,2,2,2,2,1,1,1,1,1
6490,7455,2,2,2,2,1,1,1,1,1
236,7543,2,2,2,2,1,1,1,1,1
8929,6859,2,2,2,2,1,1,1,1,1
5837,8928,2,2,2,2,1,1,1,1,1
3256,2763,2,2,2,2,1,1,1,1,1
7860,1640,2,2,2,2,1,1,1,1,1
8121,4299,2,2,2,2,1,1,1,1,1
5073,3981,2,2,2,2,1,1,1,1,1
6760,439,2,2,2,2,1,1,1,1,1
6018,1380,2,2,2,2,1,1,1,1,1
1438,9222,2,2,2,2,1,1,1,1,1
4832,324,2,2,2,2,1,1,1,1,1
3686,6023,2,2,2,2,1,1,1,1,1
4144,9786,2,2,2,2,1,1,1,1,1
7885,8802,2,2,2,2,1,1,1,1,1
3819,5872,2,2,2,2,1,1,1,1,1
5658,7416,2,2,2,2,1,1,1,1,1
2522,498,2,2,2,2,1,1,1,1,1
3946,4516,2,2,2,2,1,1,1,1,1
7230,1383,2,2,2,2,1,1,1,1,1
7142,3173,2,2,2,2,1,1,1,1,1
8319,5678,2,2,2,2,1,1,1,1,1
9134,203,2,2,2,2,1,1,1,1,1
4888,5691,2,2,2,2,1,1,1,1,1
394,7443,2,2,2,2,1,1,1,1,1
6684,8448,2,2,2,2,1,1,1,1,1
5655,8591,2,2,2,2,1,1,1,1,1
7840,5817,2,2,2,2,1,1,1,1,1
20,9854,2,2,2,2,1,1,1,1,1
4633,1555,2,2,2,2,1,1,1,1,1
6442,1909,2,2,2,2,1,1,1,1,1
7,8056,2,2,2,2,1,1,1,1,1
4190,7877,2,2,2,2,1,1,1,1,1
4325,8518,2,2,2,2,1,1,1,1,1
9339,6712,2,2,2,2,1,1,1,1,1
5260,4099,2,2,2,2,1,1,1,1,1
5748,1329,2,2,2,2,1,1,1,1,1
9759,5203,2,2,2,2,1,1,1,1,1
2740,8008,2,2,2,2,1,1,1,1,1
3492,466,2,2,2,2,1,1,1,1,1
6122,1595,2,2,2,2,1,1,1,1,1
1464,7339,2,2,2,2,1,1,1,1,1
3501,494,2,2,2,2,1,1,1,1,1
6908,6428,2,2,2,2,1,1,1,1,1
7107,1045,2,2,2,2,1,1,1,1,1
1395,2411,2,2,2,2,1,1,1,1,1
5287,6898,2,2,2,2,1,1,1,1,1
3301,2866,2,2,2,2,1,1,1,1,1
9845,2554,2,2,2,2,1,1,1,1,1
9254,7024,2,2,2,2,1,1,1,1,1
305,7476,2,2,2,2,1,1,1,1,1
3715,7886,2,2,2,2,1,1,1,1,1
3733,9423,2,2,2,2,1,1,1,1,1
9134,6123,2,2,2,2,1,1,1,1,1
41,3244,2,2,2,2,1,1,1,1,1
4075,8741,2,2,2,2,1,1,1,1,1
9670,2718,2,2,2,2,1,1,1,1,1
2960,7399,2,2,2,2,1,1,1,1,1
9202,7138,2,2,2,2,1,1,1,1,1
6868,257,2,2,2,2,1,1,1,1,1
5250,3148,2,2,2,2,1,1,1,1,1
4902,4980,2,2,2,2,1,1,1,1,1
8190,145,2,2,2,2,1,1,1,1,1
4918,1728,2,2,2,2,1,1,1,1,1
9119,7523,2,2,2,2,1,1,1,1,1
9164,8437,2,2,2,2,1,1,1,1,1
7913,2220,2,2,2,2,1,1,1,1,1
4820,6010,2,2,2,2,1,1,1,1,1
8240,8684,2,2,2,2,1,1,1,1,1
546,1569,2,2,2,2,1,1,1,1,1
25,6640,2,2,2,2,1,1,1,1,1
7768,1720,2,2,2,2,1,1,1,1,1
3535,6609,2,2,2,2,1,1,1,1,1
7156,7768,2,2,2,2,1,1,1,1,1
6115,6188,2,2,2,2,1,1,1,1,1
7059,4080,2,2,2,2,1,1,1,1,1
3206,6179,2,2,2,2,1,1,1,1,1
872,7854,2,2,2,2,1,1,1,1,1
8109,2960,2,2,2,2,1,1,1,1,1
1634,7364,2,2,2,2,1,1,1,1,1
2811,4841,2,2,2,2,1,1,1,1,1
7917,1040,2,2,2,2,1,1,1,1,1
3619,9313,2,2,2,2,1,1,1,1,1
8147,9804,2,2,2,2,1,1,1,1,1
1849,187,2,2,2,2,1,1,1,1,1
3887,6316,2,2,2,2,1,1,1,1,1
1816,5589,2,2,2,2,1,1,1,1,1
850,5706,2,2,2,2,1,1,1,1,1
8727,5130,2,2,2,2,1,1,1,1,1
8599,2568,2,2,2,2,1,1,1,1,1
8776,7482,2,2,2,2,1,1,1,1,1
1581,3300,2,2,2,2,1,1,1,1,1
7993,542,2,2,2,2,1,1,1,1,1
9646,6323,2,2,2,2,1,1,1,1,1
390,9018,2,2,2,2,1,1,1,1,1
6804,5900,2,2,2,2,1,1,1,1,1
2707,4148,2,2,2,2,1,1,1,1,1
1493,6701,2,2,2,2,1,1,1,1,1
8138,1120,2,2,2,2,1,1,1,1,1
191,8601,2,2,2,2,1,1,1,1,1
462,6909,2,2,2,2,1,1,1,1,1
9203,8067,2,2,2,2,1,1,1,1,1
4446,348,2,2,2,2,1,1,1,1,1
1226,4273,2,2,2,2,1,1,1,1,1
252,2620,2,2,2,2,1,1,1,1,1
6616,1580,2,2,2,2,1,1,1,1,1
4283,9945,2,2,2,2,1,1,1,1,1
7583,7629,2,2,2,2,1,1,1,1,1
3870,2141,2,2,2,2,1,1,1,1,1
516,763,2,2,2,2,1,1,1,1,1
5489,8512,2,2,2,2,1,1,1,1,1
8796,7206,2,2,2,2,1,1,1,1,1
3556,5794,2,2,2,2,1,1,1,1,1
8920,5251,2,2,2,2,1,1,1,1,1
3234,8446,2,2,2,2,1,1,1,1,1
8743,5775,2,2,2,2,1,1,1,1,1
6616,991,2,2,2,2,1,1,1,1,1
38,7848,2,2,2,2,1,1,1,1,1
5915,2705,2,2,2,2,1,1,1,1,1
8046,3968,2,2,2,2,1,1,1,1,1
9135,2668,2,2,2,2,1,1,1,1,1
2394,2523,2,2,2,2,1,1,1,1,1
8301,5385,2,2,2,2,1,1,1,1,1
9562,6343,2,2,2,2,1,1,1,1,1
7097,6431,2,2,2,2,1,1,1,1,1
6807,2516,2,2,2,2,1,1,1,1,1
8189,5365,2,2,2,2,1,1,1,1,1
1522,3875,2,2,2,2,1,1,1,1,1
9670,195,2,2,2,2,1,1,1,1,1
4173,5515,2,2,2,2,1,1,1,1,1
583,9784,2,2,2,2,1,1,1,1,1
5658,262,2,2,2,2,1,1,1,1,1
13,7042,2,2,2,2,1,1,1,1,1
3401,2126,2,2,2,2,1,1,1,1,1
7603,5877,2,2,2,2,1,1,1,1,1
5327,4361,2,2,2,2,1,1,1,1,1
4593,5904,2,2,2,2,1,1,1,1,1
2118,7384,2,2,2,2,1,1,1,1,1
221,4709,2,2,2,2,1,1,1,1,1
8329,1032,2,2,2,2,1,1,1,1,1
8794,7188,2,2,2,2,1,1,1,1,1
9292,1526,2,2,2,2,1,1,1,1,1
4804,8305,2,2,2,2,1,1,1,1,1
9097,4420,2,2,2,2,1,1,1,1,1
5943,7230,2,2,2,2,1,1,1,1,1
1322,4776,2,2,2,2,1,1,1,1,1
3009,6094,2,2,2,2,1,1,1,1,1
362,8265,2,2,2,2,1,1,1,1,1
6015,3332,2,2,2,2,1,1,1,1,1
3963,4924,2,2,2,2,1,1,1,1,1
5934,3920,2,2,2,2,1,1,1,1,1
8958,8090,2,2,2,2,1,1,1,1,1
2171,357,2,2,2,2,1,1,1,1,1
3756,5741,2,2,2,2,1,1,1,1,1
956,975,2,2,2,2,1,1,1,1,1
4563,4036,2,2,2,2,1,1,1,1,1
2627,6029,2,2,2,2,1,1,1,1,1
7919,8379,2,2,2,2,1,1,1,1,1
1758,6558,2,2,2,2,1,1,1,1,1
8434,4783,2,2,2,2,1,1,1,1,1
4458,130,2,2,2,2,1,1,1,1,1
405,977,2,2,2,2,1,1,1,1,1
6559,5766,2,2,2,2,1,1,1,1,1
840,1544,2,2,2,2,1,1,1,1,1
9813,153,2,2,2,2,1,1,1,1,1
8037,6843,2,2,2,2,1,1,1,1,1
1114,9278,2,2,2,2,1,1,1,1,1
7951,9471,2,2,2,2,1,1,1,1,1
1676,8163,2,2,2,2,1,1,1,1,1
9864,4485,2,2,2,2,1,1,1,1,1
5789,2972,2,2,2,2,1,1,1,1,1
6921,3008,2,2,2,2,1,1,1,1,1
7996,432,2,2,2,2,1,1,1,1,1
2286,205,2,2,2,2,1,1,1,1,1
1147,1810,2,2,2,2,1,1,1,1,1
6445,9098,2,2,2,2,1,1,1,1,1
9990,5343,2,2,2,2,1,1,1,1,1
8475,7893,2,2,2,2,1,1,1,1,1
4979,3675,2,2,2,2,1,1,1,1,1
5392,9726,2,2,2,2,1,1,1,1,1
9462,5283,2,2,2,2,1,1,1,1,1
5770,192,2,2,2,2,1,1,1,1,1
5457,5288,2,2,2,2,1,1,1,1,1
7046,334,2,2,2,2,1,1,1,1,1
2421,7890,2,2,2,2,1,1,1,1,1
8303,4039,2,2,2,2,1,1,1,1,1
8360,5989,2,2,2,2,1,1,1,1,1
6937,2865,2,2,2,2,1,1,1,1,1
5726,8734,2,2,2,2,1,1,1,1,1
2854,7757,2,2,2,2,1,1,1,1,1
1597,5703,2,2,2,2,1,1,1,1,1
3945,2950,2,2,2,2,1,1,1,1,1
8871,7852,2,2,2,2,1,1,1,1,1
8280,3198,2,2,2,2,1,1,1,1,1
6780,4705,2,2,2,2,1,1,1,1,1
1451,2383,2,2,2,2,1,1,1,1,1
2217,1123,2,2,2,2,1,1,1,1,1
9329,4625,2,2,2,2,1,1,1,1,1
3271,4095,2,2,2,2,1,1,1,1,1
1636,4419,2,2,2,2,1,1,1,1,1
9406,8573,2,2,2,2,1,1,1,1,1
1131,5992,2,2,2,2,1,1,1,1,1
8335,9193,2,2,2,2,1,1,1,1,1
8403,8889,2,2,2,2,1,1,1,1,1
8922,5768,2,2,2,2,1,1,1,1,1
3207,9300,2,2,2,2,1,1,1,1,1
2451,3201,2,2,2,2,1,1,1,1,1
1147,6418,2,2,2,2,1,1,1,1,1
3419,7812,2,2,2,2,1,1,1,1,1
1121,3348,2,2,2,2,1,1,1,1,1
2112,1,2,2,2,2,1,1,1,1,1
6939,4287,2,2,2,2,1,1,1,1,1
3272,8879,2,2,2,2,1,1,1,1,1
7372,8398,2,2,2,2,1,1,1,1,1
6810,7710,2,2,2,2,1,1,1,1,1
1762,8559,2,2,2,2,1,1,1,1,1
4773,6118,2,2,2,2,1,1,1,1,1
2480,9935,2,2,2,2,1,1,1,1,1
9162,6268,2,2,2,2,1,1,1,1,1
5670,8403,2,2,2,2,1,1,1,1,1
6733,7818,2,2,2,2,1,1,1,1,1
2617,1353,2,2,2,2,1,1,1,1,1
5777,6325,2,2,2,2,1,1,1,1,1
5063,3424,2,2,2,2,1,1,1,1,1
2677,3738,3,2,2,2,2,1,1,1,1
6767,6281,3,2,2,2,2,1,1,1,1
3061,9305,3,2,2,2,2,1,1,1,1
1582,2672,3,2,2,2,2,1,1,1,1
864,8764,3,2,2,2,2,1,1,1,1
1910,9204,3,2,2,2,2,1,1,1,1
5719,6204,3,2,2,2,2,1,1,1,1
6048,4910,3,2,2,2,2,1,1,1,1
9863,8805,3,2,2,2,2,1,1,1,1
4326,8175,3,2,2,2,2,1,1,1,1
8976,4221,3,2,2,2,2,1,1,1,1
4862,5845,3,2,2,2,2,1,1,1,1
9989,2257,3,2,2,2,2,1,1,1,1
6983,3697,3,2,2,2,2,1,1,1,1
2694,9519,3,2,2,2,2,1,1,1,1
9334,1849,3,2,2,2,2,1,1,1,1
6196,6374,3,2,2,2,2,1,1,1,1
2769,1309,3,2,2,2,2,1,1,1,1
3001,926,3,2,2,2,2,1,1,1,1
7614,2665,3,2,2,2,2,1,1,1,1
9696,4372,3,2,2,2,2,1,1,1,1
186,9936,3,2,2,2,2,1,1,1,1
3084,803,3,2,2,2,2,1,1,1,1
1330,5785,3,2,2,2,2,1,1,1,1
3267,3928,3,2,2,2,2,1,1,1,1
9987,3452,3,2,2,2,2,1,1,1,1
9609,7507,3,2,2,2,2,1,1,1,1
4445,9053,3,2,2,2,2,1,1,1,1
2142,4045,3,2,2,2,2,1,1,1,1
4809,7381,3,2,2,2,2,1,1,1,1
6641,7161,3,2,2,2,2,1,1,1,1
6439,3392,3,2,2,2,2,1,1,1,1
3209,4711,3,2,2,2,2,1,1,1,1
164,9258,3,2,2,2,2,1,1,1,1
1511,2929,3,2,2,2,2,1,1,1,1
3162,3457,3,2,2,2,2,1,1,1,1
5755,2644,3,2,2,2,2,1,1,1,1
9792,226,3,2,2,2,2,1,1,1,1
3817,925,3,2,2,2,2,1,1,1,1
2976,315,3,2,2,2,2,1,1,1,1
8953,2812,3,2,2,2,2,1,1,1,1
3224,3177,3,2,2,2,2,1,1,1,1
9913,5446,3,2,2,2,2,1,1,1,1
4792,2072,3,2,2,2,2,1,1,1,1
5192,8630,3,2,2,2,2,1,1,1,1
4764,2579,3,2,2,2,2,1,1,1,1
831,4661,3,2,2,2,2,1,1,1,1
60,8515,3,2,2,2,2,1,1,1,1
1638,1916,3,2,2,2,2,1,1,1,1
4323,1439,3,2,2,2,2,1,1,1,1
7962,4349,3,2,2,2,2,1,1,1,1
2333,1901,3,2,2,2,2,1,1,1,1
5127,9591,3,2,2,2,2,1,1,1,1
5240,4136,3,2,2,2,2,1,1,1,1
1979,8801,3,2,2,2,2,1,1,1,1
5982,5401,3,2,2,2,2,1,1,1,1
4410,4154,3,2,2,2,2,1,1,1,1
8537,6000,3,2,2,2,2,1,1,1,1
914,359,3,2,2,2,2,1,1,1,1
5859,467,3,2,2,2,2,1,1,1,1
9933,4949,3,2,2,2,2,1,1,1,1
3754,5985,3,2,2,2,2,1,1,1,1
493,6310,3,2,2,2,2,1,1,1,1
4061,6813,3,2,2,2,2,1,1,1,1
4038,8658,3,2,2,2,2,1,1,1,1
8775,1826,3,2,2,2,2,1,1,1,1
5315,9838,3,2,2,2,2,1,1,1,1
5867,181,3,2,2,2,2,1,1,1,1
4311,3429,3,2,2,2,2,1,1,1,1
7174,5282,3,2,2,2,2,1,1,1,1
1491,2941,3,2,2,2,2,1,1,1,1
4987,6985,3,2,2,2,2,1,1,1,1
9636,1196,3,2,2,2,2,1,1,1,1
8237,7692,3,2,2,2,2,1,1,1,1
2783,1198,3,2,2,2,2,1,1,1,1
4489,4933,3,2,2,2,2,1,1,1,1
2010,5345,3,2,2,2,2,1,1,1,1
384,391,3,2,2,2,2,1,1,1,1
7420,5046,3,2,2,2,2,1,1,1,1
9367,3012,3,2,2,2,2,1,1,1,1
6129,4614,3,2,2,2,2,1,1,1,1
2749,774,3,2,2,2,2,1,1,1,1
9271,9808,3,2,2,2,2,1,1,1,1
5431,4222,3,2,2,2,2,1,1,1,1
9644,31,3,2,2,2,2,1,1,1,1
6708,643,3,2,2,2,2,1,1,1,1
5086,3812,3,2,2,2,2,1,1,1,1
9368,8280,3,2,2,2,2,1,1,1,1
1476,9119,3,2,2,2,2,1,1,1,1
3450,1989,3,2,2,2,2,1,1,1,1
8039,7870,3,2,2,2,2,1,1,1,1
996,6978,3,2,2,2,2,1,1,1,1
5714,1944,3,2,2,2,2,1,1,1,1
8670,440,3,2,2,2,2,1,1,1,1
7106,1192,3,2,2,2,2,1,1,1,1
3407,7908,3,2,2,2,2,1,1,1,1
1066,3541,3,2,2,2,2,1,1,1,1
1431,2201,3,2,2,2,2,1,1,1,1
3189,3958,3,2,2,2,2,1,1,1,1
6261,102,3,2,2,2,2,1,1,1,1
9347,7079,3,2,2,2,2,1,1,1,1
6958,7475,3,2,2,2,2,1,1,1,1
7580,3386,3,2,2,2,2,1,1,1,1
5369,7608,3,2,2,2,2,1,1,1,1
4890,5140,3,2,2,2,2,1,1,1,1
7271,3476,3,2,2,2,2,1,1,1,1
923,9440,3,2,2,2,2,1,1,1,1
9256,4303,3,2,2,2,2,1,1,1,1
3102,7415,3,2,2,2,2,1,1,1,1
3030,5596,3,2,2,2,2,1,1,1,1
1102,8749,3,2,2,2,2,1,1,1,1
8104,8956,3,2,2,2,2,1,1,1,1
55,2777,3,2,2,2,2,1,1,1,1
7099,6147,3,2,2,2,2,1,1,1,1
9538,2936,3,2,2,2,2,1,1,1,1
9909,3061,3,2,2,2,2,1,1,1,1
4307,7207,3,2,2,2,2,1,1,1,1
6394,6347,3,2,2,2,2,1,1,1,1
1980,5211,3,2,2,2,2,1,1,1,1
1423,2112,3,2,2,2,2,1,1,1,1
8063,7228,3,2,2,2,2,1,1,1,1
6176,601,3,2,2,2,2,1,1,1,1
289,7345,3,2,2,2,2,1,1,1,1
6284,8743,3,2,2,2,2,1,1,1,1
886,8766,3,2,2,2,2,1,1,1,1
2678,7531,3,2,2,2,2,1,1,1,1
8419,5711,3,2,2,2,2,1,1,1,1
7979,7636,3,2,2,2,2,1,1,1,1
5098,4608,3,2,2,2,2,1,1,1,1
1579,5873,3,2,2,2,2,1,1,1,1
4974,7552,3,2,2,2,2,1,1,1,1
228,9081,3,2,2,2,2,1,1,1,1
1673,7239,3,2,2,2,2,1,1,1,1
5619,2481,3,2,2,2,2,1,1,1,1
5014,4740,3,2,2,2,2,1,1,1,1
3970,1565,3,2,2,2,2,1,1,1,1
851,3825,3,2,2,2,2,1,1,1,1
4598,4207,3,2,2,2,2,1,1,1,1
3580,6752,3,2,2,2,2,1,1,1,1
283,1795,3,2,2,2,2,1,1,1,1
2382,8746,3,2,2,2,2,1,1,1,1
7158,4856,3,2,2,2,2,1,1,1,1
9737,8118,3,2,2,2,2,1,1,1,1
2122,9584,3,2,2,2,2,1,1,1,1
3568,6567,3,2,2,2,2,1,1,1,1
4751,3609,3,2,2,2,2,1,1,1,1
2327,3760,3,2,2,2,2,1,1,1,1
4311,9047,3,2,2,2,2,1,1,1,1
4523,2063,3,2,2,2,2,1,1,1,1
9939,9575,3,2,2,2,2,1,1,1,1
2767,4198,3,2,2,2,2,1,1,1,1
4518,105,3,2,2,2,2,1,1,1,1
16,4301,3,2,2,2,2,1,1,1,1
8994,6088,3,2,2,2,2,1,1,1,1
2926,2878,3,2,2,2,2,1,1,1,1
6919,5901,3,2,2,2,2,1,1,1,1
2255,6677,3,2,2,2,2,1,1,1,1
5198,8544,3,2,2,2,2,1,1,1,1
6221,2251,3,2,2,2,2,1,1,1,1
